Gender,Height,Weight
Male,69.0896314289256,184.435174408406
Male,67.5103215157138,164.660277264007
Male,72.870360147235,211.34249681964002
Male,71.2159236694709,198.1984641076
Male,70.0133653490674,209.526499837126
Male,66.5961965372077,208.34569403510898
Male,71.00189768584559,209.92932343050398
Male,69.47110603124699,205.977910165675
Male,64.7398154829922,169.65405412118798
Male,64.3336481069845,177.49380233889
Male,70.96655043634259,193.906498798923
Male,67.8210932715426,169.08100827388398
Male,76.0213474760963,235.926060648678
Male,69.167836299535,187.02242030157
Male,68.231131952185,199.82775802283402
Male,68.4908127185185,189.806681842181
Male,66.4148820603895,155.19477168692498
Male,65.1943771233415,166.707373059357
Male,69.334197785954,199.983890906512
Male,71.7052725009646,202.609008338003
Male,70.9980744408969,188.811769976897
Male,73.1262671878997,220.66140509375302
Male,69.9709036159667,202.863293032098
Male,61.92554729477779,139.905070315411
Male,67.3616946688862,164.14592239739798
Male,68.9210413450252,188.32880706151798
Male,70.4854481656936,204.827449737938
Male,68.4578940081104,192.76188565503602
Male,73.56227036679041,208.36149181285302
Male,73.5259843332352,214.966459199799
Male,66.9769499482511,195.198730107264
Male,69.9374001925209,202.27906967929698
Male,70.80193025930821,193.39354261448298
Male,71.77899536827029,199.209842441218
Male,66.090357013204,170.006445104546
Male,68.9233366538642,193.927360410157
Male,69.0588845404837,171.708926273601
Male,75.0439950721537,208.526426975474
Male,71.9477882649162,209.17548908804798
Male,73.05634425050259,204.4603316173
Male,68.8533543682849,210.869084178877
Male,65.1884775622368,151.88694224969498
Male,70.424730529607,197.90752114977002
Male,68.3311500917703,197.756770319413
Male,61.773521995356,149.514839170261
Male,67.1231534297474,147.537956155257
Male,68.41046282057161,185.127735469558
Male,68.730098703226,184.130431971036
Male,69.50948800145571,203.985415487617
Male,69.60028264426751,176.594888560523
Male,70.8959825454072,195.601365349029
Male,76.4929339594115,227.13929597448399
Male,72.29169702561,202.10437163416302
Male,69.86074638417,198.321828121241
Male,69.2507138496364,196.14114448220298
Male,66.7957930920407,186.993898606724
Male,72.67696109013059,217.561415368678
Male,63.9529283994475,164.77147535216
Male,66.473765965897,175.94736780434602
Male,74.0564268450105,211.730517311015
Male,73.72161323913541,210.223500594746
Male,65.939647420795,177.285414729857
Male,70.4713972712467,198.41913848173598
Male,72.92136713594759,213.924486409781
Male,67.3237143198475,157.029935498149
Male,70.5660638405893,205.05268518640202
Male,68.8501522535562,187.578704206314
Male,71.647579805356,200.28650873192402
Male,65.6425841377384,162.685521145423
Male,66.63826917511021,171.27511256901101
Male,66.4670414178992,164.318044781732
Male,66.351741525466,160.37273868954398
Male,69.212011125578,181.214072619528
Male,71.5107297946254,209.38119976083303
Male,66.0766957855465,171.292975369886
Male,68.2563559898149,190.390382444733
Male,69.4457147757344,178.675599056506
Male,67.4031966627947,199.67971487449
Male,68.8837165079006,181.512004045444
Male,62.7730414686307,163.186028632591
Male,78.4620529193772,227.342564876735
Male,75.7534457684558,226.503344326265
Male,71.0265434592106,186.22923840976398
Male,68.44456189530929,182.44940775953398
Male,68.274580728557,159.982314524349
Male,67.7503298756465,179.115883355397
Male,67.41315185951261,168.63497504248198
Male,68.3010221836752,194.546079562477
Male,63.4089478988436,163.074353392299
Male,70.38792495475329,176.06487019897
Male,69.7695676029757,197.828357596479
Male,63.39905918113789,141.05698893377502
Male,66.8753630492468,169.63564052088
Male,67.62937651176229,177.42950708227198
Male,68.414820467778,179.828343785579
Male,72.088510419573,209.532429389397
Male,72.378675031591,216.93837446374297
Male,68.61092191807779,181.23054334961398
Male,66.6611031108434,184.47044282283298
Male,71.052778593152,193.999617046952
Male,67.559300556797,171.19698416143498
Male,70.3785389827948,207.795407831978
Male,70.79862670263229,195.875839414498
Male,72.70460441785359,203.192182107662
Male,71.00788825890801,194.08061221744597
Male,68.2484429572457,183.454229197182
Male,66.6284354436438,159.482828827659
Male,72.69525855305,181.325329135447
Male,69.7548341761355,201.00854801062
Male,67.4730988142564,178.365728160163
Male,68.8610815030965,199.28131143282698
Male,68.0684949386101,171.056290533074
Male,70.9037444490067,199.36235252721298
Male,65.8549627565603,154.965398921107
Male,63.57141144948179,144.815032029167
Male,70.7963452377364,192.293168460958
Male,71.1965868763911,191.683842483212
Male,68.2112871008897,190.584200470746
Male,67.5175198384496,157.918618761967
Male,70.8044088313543,196.268462332393
Male,65.4207079382805,167.55203159963
Male,70.0260594634301,200.917454307987
Male,71.82777662291441,198.97356527206
