0,1,2,3,4,5
-3.1305237394132908,0.6930530339390318,1.871402073160661,1.7805706595343458,9.678097196643092,4.448137765953629
3.3627603311876086,3.306670013848858,1.3282014239125601,3.336503256510895,5.551715798410594,3.8208119939672778
4.402824782174684,0.304054669299477,1.1730391758138148,-1.6123779430478224,-5.691263670220095,-8.486631496763168
-7.317376368556568,8.207751989102958,6.807202350236974,3.496919524885309,9.281640116458941,-3.618451866518343
3.9375995261506973,-5.108495880282936,-1.8053034753641692,2.631476236548857,-9.0560927864861,-3.8652557632866387
-5.861146339144284,8.168459726108168,11.836964187562675,1.5548872123682367,5.003897199268277,-1.8267325892152528
2.436648923357006,3.039165226042212,-3.530552293570552,1.185577638745117,8.971273789413187,4.137351399563816
-3.68157314722928,10.6344809282592,10.355890473001478,1.4342797604145647,4.995621420270011,-3.017497666254177
3.6791748502271817,5.626300488570105,2.775297702557692,3.3744603606905192,7.805605974376449,4.899626648847271
-2.9015043167988206,8.901492405320026,8.355013578830363,5.197322840704904,8.95839966121711,-7.181776202006484
4.850049311473275,-2.1846384872479594,6.209517242749285,0.6865630241218186,-8.980226313110647,-10.57385581116391
5.457786040740023,1.310852623949165,1.6959432212136825,3.495601982078294,9.407114371886983,3.3756673755529496
2.2595112014781664,-0.25371444130547904,0.7428791403754534,5.6913405363068055,8.77280068903881,7.37531801359294
4.984010220681602,-0.8794314469341098,5.695187354579355,1.459235494012669,-4.435948195832234,-9.841850412245842
9.266613424874718,-2.7854335648149497,2.095856486876135,1.1599956578938397,-8.980909515833677,-12.33264142086221
9.342987237489066,-7.717364564550468,-3.441457720132359,-1.0276009810625975,-6.310842967526307,-11.237041712995142
0.5931272490388229,0.504503344676791,0.7086480504064283,3.3413863020164545,8.69544580063545,1.8948788907708987
7.214474503071955,-2.6723953370496925,2.7020267963584756,0.9365418684807703,-12.246287974264174,-7.272288194259881
-7.161567579043968,9.974960936528428,10.334543076068897,4.6011848268647935,2.820079026212617,-6.51007025806165
